class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class value
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,white,one,evanescent,white,several,leaves,1.0
edible,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,bell,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,brown,several,leaves,0.0
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,white,one,evanescent,white,several,woods,1.0
edible,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,buff,several,leaves,0.0
edible,flat,scaly,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,white,two,pendant,white,solitary,paths,0.0
poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,white,one,evanescent,white,several,leaves,1.0
edible,flat,smooth,gray,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,white,solitary,paths,0.0
edible,convex,smooth,pink,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,white,several,paths,0.0
poisonous,conical,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,yellow,one,evanescent,white,clustered,leaves,1.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods,1.0
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,orange,several,leaves,0.0
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,white,one,evanescent,white,several,leaves,1.0
edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,leaves,1.0
poisonous,convex,scaly,cinnamon,no,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods,1.0
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves,1.0
edible,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,buff,clustered,leaves,0.0
edible,bell,scaly,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,white,two,pendant,white,solitary,woods,0.0
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,paths,1.0
edible,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,white,two,pendant,white,scattered,grasses,0.0
edible,convex,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,white,several,paths,0.0
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,paths,1.0
edible,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,yellow,clustered,leaves,0.0
edible,bell,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,woods,1.0
poisonous,convex,scaly,brown,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods,1.0
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,paths,1.0
edible,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,buff,clustered,leaves,0.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,paths,1.0
poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,white,one,evanescent,white,several,woods,1.0
edible,bell,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,yellow,several,leaves,0.0
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,yellow,one,evanescent,white,clustered,leaves,1.0
edible,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,yellow,clustered,leaves,0.0
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,paths,1.0
edible,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,scattered,grasses,0.0
edible,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,buff,clustered,leaves,0.0
edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,woods,1.0
edible,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses,0.0
edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,white,one,evanescent,white,several,leaves,1.0
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,brown,several,leaves,0.0
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,white,one,evanescent,white,several,paths,1.0
edible,convex,smooth,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,yellow,several,leaves,0.0
edible,bell,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,paths,1.0
edible,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,brown,several,leaves,0.0
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,white,one,evanescent,white,several,paths,1.0
edible,bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,white,one,evanescent,white,several,woods,1.0
edible,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,white,one,evanescent,white,several,woods,1.0
poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,leaves,1.0
edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,white,one,evanescent,white,several,paths,1.0
edible,knobbed,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,white,two,pendant,white,solitary,woods,0.0
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves,1.0
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,orange,several,leaves,0.0
edible,bell,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves,1.0
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,white,one,evanescent,white,several,paths,1.0
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,white,one,evanescent,white,several,woods,1.0
edible,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,yellow,clustered,leaves,0.0
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,woods,1.0
edible,knobbed,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses,0.0
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,buff,clustered,leaves,0.0
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,white,one,evanescent,white,several,woods,1.0
edible,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves,1.0
edible,convex,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,white,one,evanescent,white,several,woods,1.0
poisonous,flat,scaly,cinnamon,no,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods,1.0
poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,white,one,evanescent,white,several,woods,1.0
edible,knobbed,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,leaves,1.0
poisonous,convex,scaly,brown,no,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods,1.0
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,leaves,1.0
edible,knobbed,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,buff,clustered,leaves,0.0
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths,1.0
edible,bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,yellow,several,leaves,0.0
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,white,one,evanescent,white,several,leaves,1.0
edible,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,orange,clustered,leaves,0.0
edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,white,one,evanescent,white,several,paths,1.0
edible,convex,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,bell,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods,1.0
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,white,one,evanescent,white,several,paths,1.0
edible,convex,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,white,one,evanescent,white,several,leaves,1.0
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,buff,several,leaves,0.0
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,paths,1.0
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,yellow,several,leaves,0.0
edible,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,brown,several,leaves,0.0
edible,knobbed,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,yellow,clustered,leaves,0.0
poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,white,one,evanescent,white,several,leaves,1.0
edible,bell,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,buff,several,leaves,0.0
edible,knobbed,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,brown,clustered,leaves,0.0
poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,white,one,evanescent,white,several,woods,1.0
edible,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,brown,clustered,leaves,0.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,white,one,evanescent,white,several,woods,1.0
edible,bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,woods,1.0
edible,flat,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,buff,several,leaves,0.0
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,white,one,evanescent,white,several,leaves,1.0
edible,convex,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,white,two,pendant,white,scattered,grasses,0.0
edible,convex,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,white,two,pendant,white,scattered,grasses,0.0
edible,knobbed,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,buff,several,leaves,0.0
edible,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,buff,clustered,leaves,0.0
poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,woods,1.0
edible,convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves,1.0
edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,paths,1.0
edible,convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,orange,clustered,leaves,0.0
edible,bell,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,woods,1.0
poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,woods,1.0
edible,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,buff,several,leaves,0.0
edible,convex,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves,1.0
edible,knobbed,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,white,two,pendant,white,numerous,grasses,0.0
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,buff,several,leaves,0.0
edible,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,white,two,pendant,white,numerous,grasses,0.0
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,white,one,evanescent,white,several,paths,1.0
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,white,one,evanescent,white,several,woods,1.0
poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,white,one,evanescent,white,several,leaves,1.0
edible,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,brown,clustered,leaves,0.0
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,white,one,evanescent,white,several,leaves,1.0
edible,convex,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,white,two,pendant,white,scattered,grasses,0.0
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,white,one,evanescent,white,several,woods,1.0
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves,1.0
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,woods,1.0
